id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1160078301067312651,https://www.airbnb.com/rooms/1160078301067312651,20250914152907,2025-09-15,city scrape,Nido Gran Vía,"Last floor with wooden beams.  Elevator. Very bright and no street noise being interior. Living room with super equipped kitchen, guest toilet, bedroom with two single beds 90x200, shower room and mini terrace (1m2)",,https://a0.muscache.com/pictures/miso/Hosting-1160078301067312651/original/ba0fc35f-8b16-4e4e-abde-9804bbcd26c9.jpeg,578416991,https://www.airbnb.com/users/show/578416991,Alexandre,2024-05-19,,,within an hour,100%,60%,t,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1.0,1.0,['phone'],f,t,,Universidad,Centro,40.4214,-3.7046,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Hair dryer"", ""Bed linens"", ""Freezer"", ""Wifi"", ""Microwave"", ""Hot water"", ""Air conditioning"", ""Kitchen"", ""Toaster"", ""Hot water kettle"", ""Refrigerator"", ""Heating"", ""Iron"", ""Smoke alarm"", ""Elevator"", ""Carbon monoxide alarm"", ""Other electric stove"", ""Dishwasher"", ""Oven"", ""Clothing storage: closet"", ""Washer""]",$65.00,32,335,32.0,32.0,335.0,335.0,32.0,335.0,,t,0,0,22,297,2025-09-15,2,1,0,40,1,64,4160.0,2024-07-09,2025-06-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.14
1160616750516808094,https://www.airbnb.com/rooms/1160616750516808094,20250914152907,2025-09-15,city scrape,Puerta del Sol Gran Via Centro,A newly renovated spacious apartment located next to Puerta del Sol and Gran Via. You can walk to any tourist place without the need for public transportation. Fully equipped to make your stay as comfortable as possible.,,https://a0.muscache.com/pictures/miso/Hosting-1160616750516808094/original/82261a95-60d5-417a-b0f4-8d82d1d7f280.jpeg,5700613,https://www.airbnb.com/users/show/5700613,Andres,2013-03-31,"Madrid, Spain","When I was young - my dream was to travel around the globe. Finally my dream came true.
 I have managed to stick to one of the biggest and most amazing cities in the world  - Madrid- 

",,,,f,https://a0.muscache.com/im/pictures/user/f2d157c8-ac49-4f5e-8e01-a017c5bea03b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f2d157c8-ac49-4f5e-8e01-a017c5bea03b.jpg?aki_policy=profile_x_medium,,19.0,35.0,"['email', 'phone']",t,t,,Sol,Centro,40.41711,-3.70487,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Cleaning products"", ""Private patio or balcony"", ""Deluxe body soap"", ""Crib"", ""Double oven"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Hair dryer"", ""Private entrance"", ""Bed linens"", ""Cooking basics"", ""Wifi"", ""Sound system with aux"", ""Microwave"", ""Dishes and silverware"", ""Freezer"", ""Long term stays allowed"", ""Hot water"", ""Blender"", ""Hangers"", ""Extra pillows and blankets"", ""Air conditioning"", ""Dining table"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Drying rack for clothing"", ""Babysitter recommendations"", ""Paid parking garage off premises"", ""Clothing storage: walk-in closet, closet, and wardrobe"", ""TV"", ""Dedicated workspace"", ""Deluxe refrigerator"", ""Hot water kettle"", ""Wine glasses"", ""Room-darkening shades"", ""Iron"", ""Deluxe shampoo"", ""Smoke alarm"", ""Other stainless steel induction stove"", ""Carbon monoxide alarm"", ""Elevator"", ""Fire extinguisher"", ""Dishwasher"", ""Coffee maker: espresso machine"", ""Books and reading material"", ""Central heating""]",$151.00,1,365,1.0,15.0,365.0,365.0,7.8,365.0,,t,1,8,19,31,2025-09-15,53,38,5,19,24,228,34428.0,2024-05-27,2025-09-08,5.0,4.98,4.98,5.0,5.0,4.98,4.96,ESFCNT00002810800045025500000000000000000000000000009,t,14,14,0,0,3.33
1161016088095339703,https://www.airbnb.com/rooms/1161016088095339703,20250914152907,2025-09-15,city scrape,Loft - Gran Via,"Cozy loft, all in a spacious stay, 20 meters from Gran Vía. Located in the neighborhood of Chueca and equipped so you can enjoy a magnificent stay in Madrid. Its privileged location will allow you to enjoy the main points of interest by walking. Surrounded by good restaurants, shops and unique places.<br />The portal has 8 steps to access the apartment area.","In short, Chueca is a diverse and cozy neighborhood in the center of Madrid, known for its inclusive atmosphere, vibrant nightlife, rich culture, and a wide range of dining options.",https://a0.muscache.com/pictures/hosting/Hosting-1161016088095339703/original/3016c583-c291-4e71-a934-79783fb1cec6.jpeg,188514145,https://www.airbnb.com/users/show/188514145,Sara Y María,2018-05-08,"Madrid, Spain","Hola somos Sara y María.  Nos encanta viajar y conocer gente de diferentes partes del mundo.Siempre que podemos nos vamos de viaje a conocer diferentes culturas. Nos encanta pasear por las calles de Madrid y disfrutar de su ambiente a todas horas del día. Estaríamos encantadas de recibiros y poder hacer vuestra estancia en Madrid, ciudad que adoramos, mas agradable.",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/User-188514145/original/f270bea1-b471-410f-b111-1ad7c9d96b15.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-188514145/original/f270bea1-b471-410f-b111-1ad7c9d96b15.jpeg?aki_policy=profile_x_medium,Justicia,5.0,6.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Cortes,Centro,40.41925647197347,-3.6991136862988334,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,4.0,"[""Cleaning products"", ""Hair dryer"", ""Cooking basics"", ""Dishes and silverware"", ""Wifi"", ""Laundromat nearby"", ""Hot water"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Bathtub"", ""Air conditioning"", ""Kitchen"", ""TV"", ""Hot water kettle"", ""Refrigerator"", ""Heating"", ""Bidet"", ""Iron"", ""Lockbox"", ""Clothing storage"", ""Self check-in"", ""Fire extinguisher"", ""Dishwasher"", ""Oven"", ""Books and reading material"", ""Paid parking off premises"", ""Washer""]",$140.00,2,365,1.0,2.0,365.0,365.0,1.9,365.0,,t,6,33,61,120,2025-09-15,88,65,3,79,43,255,35700.0,2024-05-30,2025-09-02,4.74,4.7,4.74,4.94,4.88,4.88,4.69,,f,5,5,0,0,5.57
1161568123696139605,https://www.airbnb.com/rooms/1161568123696139605,20250914152907,2025-09-15,city scrape,Elegante dúplex para 3 cerca de Plaza Mayor,Experience the vibrant heart of Madrid in our elegant and modern duplex. Ideal for 3 people in the iconic La Latina neighborhood that combines history and culture.,"Located in one of the most vibrant areas of Madrid, this property offers you an authentic experience of local life. This privileged location places you in the heart of the city, just steps away from emblematic points of interest and with easy access to various attractions.",https://a0.muscache.com/pictures/prohost-api/Hosting-1161568123696139605/original/9e51758f-c899-4596-abf5-2a2c0fb5c0eb.jpeg,552305852,https://www.airbnb.com/users/show/552305852,Nadlan VRGN,2023-12-23,"Madrid, Spain","I define myself as a person who really enjoys being a hostess. I move earth and heaven to make my guests happy. Cooking is my passion, so maybe you will come across some of my recipes on Instragram!",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User/original/65352cd0-9a0d-482d-92c6-b37d03bad6c5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/65352cd0-9a0d-482d-92c6-b37d03bad6c5.jpeg?aki_policy=profile_x_medium,,18.0,24.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Palacio,Centro,40.4131884,-3.7090251,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Cleaning products"", ""HDTV with Netflix"", ""First aid kit"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Microwave"", ""Freezer"", ""Hot water"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Air conditioning"", ""Dining table"", ""Kitchen"", ""Drying rack for clothing"", ""Housekeeping available from 11:00\u202fAM to 2:00\u202fPM, every day - available at extra cost"", ""Clothing storage: closet and dresser"", ""Paid parking garage off premises"", ""Essentials"", ""Dedicated workspace"", ""Toaster"", ""Hot water kettle"", ""Refrigerator"", ""Heating"", ""Wine glasses"", ""Room-darkening shades"", ""Iron"", ""Smoke alarm"", ""Elevator"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Dishwasher"", ""Oven"", ""Washer""]",$139.00,1,60,2.0,5.0,60.0,60.0,4.6,60.0,,t,2,7,26,277,2025-09-15,80,72,5,39,33,255,35445.0,2024-06-11,2025-09-06,4.99,4.99,4.93,4.9,4.99,4.98,4.88,ESFCNT00002809100062589400000000000000000000000000003,f,11,8,3,0,5.19
1162293772550501892,https://www.airbnb.com/rooms/1162293772550501892,20250914152907,2025-09-15,city scrape,Numa | 1-Bedroom Apartment w/ Terrace,"This comfortable apartment with terrace offers 26,5 sqm of space. Ideal for up to two people, its double bed (180x200) and modern bathroom with shower make this stay a perfect way to experience Madrid. There is also a kitchen with a dishwasher, a dining table, and a sofa, so you’ll have everything you need for maximum comfort and minimal stress.","Numa Madrid Sol takes pride in its prominent central location. Situated right in front of a metro station, the location offers endless opportunities. It only takes a 13 minute walk to reach the Royal Palace of Madrid and a 15 minute metro ride to the famous Real Madrid’s home base: the Santiago Bernabéu Stadium. Known as one of the best neighbourhoods of Madrid, Sol is popular among tourists, expats and locals alike. Only a 5 minute walk away, you’ll find the best churros, covered in a rich coat of chocolate–at Chocolatería San Ginés, one of the oldest gastronomical establishments in Madrid. Head the opposite direction, and you’ll quickly reach Gran Via, a renowned shopping and theatre district, also known as “Spanish Broadway”. Immerse yourself in a culture renowned for its welcoming spirit and warmth!",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE2MjI5Mzc3MjU1MDUwMTg5Mg%3D%3D/original/fb104a47-785b-4fa8-909c-024c3b146947.jpeg,578992689,https://www.airbnb.com/users/show/578992689,Stephan,2024-05-22,"Madrid, Spain","Numa is Europe’s premier provider of digitally-managed rooms & apartments across 30+ of Europe's most iconic cities – for business trips and leisurely getaways alike. Enjoy a digital-first stay with easy check-ins and room access. Our properties feature unique designs, fast WiFi, fully equipped kitchens, productive workspaces, and high-quality beds – so you can feel at home wherever you go. We’re here for you 24/7 via text, call or email.",within an hour,77%,99%,t,https://a0.muscache.com/im/pictures/user/User-578992689/original/0fbe7ce9-e20c-4303-a833-db29adcda867.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-578992689/original/0fbe7ce9-e20c-4303-a833-db29adcda867.jpeg?aki_policy=profile_x_medium,,6.0,6.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Sol,Centro,40.41768,-3.703,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Cleaning products"", ""Private patio or balcony"", ""Paid dryer \u2013 In building"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""Keypad"", ""Wifi"", ""Dishes and silverware"", ""Microwave"", ""Freezer"", ""Long term stays allowed"", ""Coffee"", ""Hot water"", ""Hangers"", ""Safe"", ""43 inch HDTV"", ""Stove"", ""Air conditioning"", ""Paid washer \u2013 In building"", ""Coffee maker"", ""Dining table"", ""Single level home"", ""Crib - available upon request"", ""Kitchen"", ""Shower gel"", ""Clothing storage: wardrobe"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Hot water kettle"", ""Refrigerator"", ""Heating"", ""Wine glasses"", ""Room-darkening shades"", ""Iron"", ""Outdoor furniture"", ""Smoke alarm"", ""Elevator"", ""Self check-in"", ""REN body soap"", ""REN conditioner"", ""Fire extinguisher"", ""Dishwasher"", ""REN shampoo"", ""Paid parking off premises""]",$281.00,1,365,1.0,3.0,999.0,999.0,2.1,999.0,,t,7,32,58,294,2025-09-15,1,1,0,73,1,6,1686.0,2024-09-23,2024-09-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,500/2020/04510,t,6,6,0,0,0.08
1162295740114055131,https://www.airbnb.com/rooms/1162295740114055131,20250914152907,2025-09-15,city scrape,Numa | 1-Bedroom Apartment w/ Sofabed,"This comfortable apartment offers 27,26 sqm of space. Ideal for up to four people, its double bed (180x200), sofabed (140x200), and modern bathroom with shower make this stay a perfect way to experience Madrid. There is also a kitchen with a dishwasher and a dining table, so you’ll have everything you need for maximum comfort and minimal stress.","Numa Madrid Sol takes pride in its prominent central location. Situated right in front of a metro station, the location offers endless opportunities. It only takes a 13 minute walk to reach the Royal Palace of Madrid and a 15 minute metro ride to the famous Real Madrid’s home base: the Santiago Bernabéu Stadium. Known as one of the best neighbourhoods of Madrid, Sol is popular among tourists, expats and locals alike. Only a 5 minute walk away, you’ll find the best churros, covered in a rich coat of chocolate–at Chocolatería San Ginés, one of the oldest gastronomical establishments in Madrid. Head the opposite direction, and you’ll quickly reach Gran Via, a renowned shopping and theatre district, also known as “Spanish Broadway”. Immerse yourself in a culture renowned for its welcoming spirit and warmth!",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE2MjI5NTc0MDExNDA1NTEzMQ%3D%3D/original/ca728bdc-eb07-4118-b4d4-0b9d7c5e73a5.jpeg,578992689,https://www.airbnb.com/users/show/578992689,Stephan,2024-05-22,"Madrid, Spain","Numa is Europe’s premier provider of digitally-managed rooms & apartments across 30+ of Europe's most iconic cities – for business trips and leisurely getaways alike. Enjoy a digital-first stay with easy check-ins and room access. Our properties feature unique designs, fast WiFi, fully equipped kitchens, productive workspaces, and high-quality beds – so you can feel at home wherever you go. We’re here for you 24/7 via text, call or email.",within an hour,77%,99%,t,https://a0.muscache.com/im/pictures/user/User-578992689/original/0fbe7ce9-e20c-4303-a833-db29adcda867.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-578992689/original/0fbe7ce9-e20c-4303-a833-db29adcda867.jpeg?aki_policy=profile_x_medium,,6.0,6.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Sol,Centro,40.4176749,-3.7029993,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Cleaning products"", ""Paid dryer \u2013 In building"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""Keypad"", ""Wifi"", ""Dishes and silverware"", ""Microwave"", ""Freezer"", ""Long term stays allowed"", ""Coffee"", ""Hot water"", ""Hangers"", ""Safe"", ""43 inch HDTV"", ""Stove"", ""Air conditioning"", ""Paid washer \u2013 In building"", ""Coffee maker"", ""Dining table"", ""Single level home"", ""Crib - available upon request"", ""Kitchen"", ""Shower gel"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Hot water kettle"", ""Refrigerator"", ""Heating"", ""Wine glasses"", ""Iron"", ""Clothing storage"", ""Smoke alarm"", ""Elevator"", ""Self check-in"", ""REN body soap"", ""REN conditioner"", ""Fire extinguisher"", ""Dishwasher"", ""REN shampoo"", ""Paid parking off premises""]",$260.00,1,365,1.0,3.0,999.0,999.0,2.0,999.0,,t,1,5,18,207,2025-09-15,4,4,0,27,3,24,6240.0,2024-09-24,2025-03-07,5.0,5.0,5.0,5.0,4.75,5.0,5.0,500/2020/04510,t,6,6,0,0,0.34
1166351737993678983,https://www.airbnb.com/rooms/1166351737993678983,20250914152907,2025-09-15,city scrape,Centric historic flat with view to plaza,"The location is very central but in the Conde Duque neighborhood where it is quiet to walk. It is a renovated historic building with lots of daylight and 4 balconies overlooking the square. In times of the day the street can be noisy and the windows are restored therefore do not isolate 100%. The kitchen is modern, American. The main room has an en-suite bathroom. The second room has a full bathroom as well.<br />Currently works are ongoing in the building in front on week days during the day.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE2NjM1MTczNzk5MzY3ODk4Mw%3D%3D/original/20dbe045-3e23-4d1a-9523-c2ff6905e7ab.jpeg,31406048,https://www.airbnb.com/users/show/31406048,Patrizia,2015-04-17,"Madrid, Spain","Soy Venezolana y Española y llevo 25 años en España. Trabajo en Consultoría Ambiental. Me encanta el Mar y viajar en general. Soy una persona muy activa. Me gusta disfrutar de la naturaleza. Espero que puedan disfrutar de Benidorm que yo lo he disfrutado desde que era pequeña y me trae buenos recuerdos. Hay muchos sitios geniales para comer, cenar, tanto comida Española como Internacional. No fumo y me gusta llevar una vida sana.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-31406048/original/c64e7a35-2c1a-400d-9e35-c228dd49cd3d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-31406048/original/c64e7a35-2c1a-400d-9e35-c228dd49cd3d.jpeg?aki_policy=profile_x_medium,,3.0,3.0,"['email', 'phone']",t,t,,Universidad,Centro,40.4257128,-3.7121573,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,3.0,"[""Booster seat high chair - always at the listing"", ""Cleaning products"", ""50 inch HDTV with Netflix"", ""Private patio or balcony"", ""First aid kit"", ""Central air conditioning"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Wifi"", ""Dishes and silverware"", ""Microwave"", ""Freezer"", ""Laundromat nearby"", ""Long term stays allowed"", ""Coffee"", ""Hot water"", ""Blender"", ""Hangers"", ""Safe"", ""Extra pillows and blankets"", ""Heating - split type ductless system"", ""Bathtub"", ""Stove"", ""Dining table"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Drying rack for clothing"", ""Babysitter recommendations"", ""Luggage dropoff allowed"", ""Free dryer \u2013 In unit"", ""Dedicated workspace"", ""Toaster"", ""Hot water kettle"", ""Host greets you"", ""Wine glasses"", ""Room-darkening shades"", ""Body soap"", ""Iron"", ""Haier single oven"", ""Smoke alarm"", ""Smeg refrigerator"", ""Elevator"", ""Fire extinguisher"", ""Dishwasher"", ""Clothing storage: closet"", ""Books and reading material"", ""Central heating"", ""Paid parking off premises""]",$216.00,2,180,2.0,30.0,180.0,180.0,22.0,180.0,,t,5,16,34,270,2025-09-15,74,56,1,43,33,255,55080.0,2024-06-02,2025-09-07,4.91,4.92,4.96,4.95,4.97,4.93,4.88,VT-959,f,1,1,0,0,4.71
1171064833862455523,https://www.airbnb.com/rooms/1171064833862455523,20250914152907,2025-09-14,city scrape,Alojamiento acogedor,"Enjoy the simplicity of this peaceful place, a bright room located in an area with excellent transportation.<br />- Direct metro line to Barajas Airport.<br /> - A 10 min from the Santiago Bernabéu Stadium.<br />- A 5-minute walk from the ISDE Higher Institute of Law and Economics.<br />- 10 minutes to IFEMA on the direct metro line.<br /> -A 15 min walk to Paseo de la Castellana.<br /> - A 5-minute walk to Berlin Park.<br />- 25 minutes from Sol and Goya by metro or bus.<br /><br /> -Spanish and English spoken",,https://a0.muscache.com/pictures/hosting/Hosting-1171064833862455523/original/743fe270-b049-40b7-83f7-146d1012806c.jpeg,580373117,https://www.airbnb.com/users/show/580373117,Lucy,2024-05-29,"Madrid, Spain",,within a day,67%,82%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1.0,1.0,['phone'],f,t,,Hispanoamérica,Chamartín,40.45272,-3.68102,Private room in rental unit,Private room,1,0.5,Shared half-bath,1.0,1.0,"[""Iron"", ""Hot water"", ""Clothing storage"", ""Hangers"", ""Extra pillows and blankets"", ""Host greets you"", ""Bed linens"", ""Wifi"", ""Room-darkening shades""]",$48.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,0,0,0,161,2025-09-14,47,37,0,0,30,222,10656.0,2024-06-10,2025-06-21,4.98,4.98,4.98,5.0,4.98,4.89,4.91,,f,1,0,1,0,3.05
1174089774537728507,https://www.airbnb.com/rooms/1174089774537728507,20250914152907,2025-09-15,city scrape,Estudio Reformado Centro Madrid,Enjoy the tranquility of this home in the middle of Madrid.,,https://a0.muscache.com/pictures/miso/Hosting-1174089774537728507/original/c7383702-93b5-44a9-a19a-bdc04db72d43.jpeg,316795838,https://www.airbnb.com/users/show/316795838,Renthas Hospitality,2019-12-12,,"RENTHAS Domotic Services & Renting es la primera gestora integral que digitaliza al 100% todos los procesos para ofrecer seguridad, transparencia y comodidad a los propietarios a la vez que ofrece un servicio excelente y personalizado al huésped de la nueva economía digital. Nacimos en 2019 con la motivación de una gestión más eficiente adaptada a los nuevos tiempos, nos respalda un equipo especialista en el sector que busca la excelencia. Nuestros inmuebles cumplen ampliamente con los estándares de calidad y ubicación por todo el territorio Español. Actualmente gestionamos propiedades de alquiler vacacional tanto de particulares como de grandes cuentas y seguimos en expansión.",within a few hours,82%,98%,f,https://a0.muscache.com/im/pictures/user/0b2f2882-add8-42c0-9582-ba399b262691.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0b2f2882-add8-42c0-9582-ba399b262691.jpg?aki_policy=profile_x_medium,Urbanización Cortijo de Nagüeles,142.0,177.0,"['email', 'phone']",t,t,,Sol,Centro,40.4150974,-3.7024616,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Air conditioning"", ""TV"", ""Kitchen"", ""Washer""]",$152.00,1,365,1.0,3.0,2.0,365.0,2.6,362.0,,t,5,27,43,242,2025-09-15,2,2,0,61,2,12,1824.0,2024-09-17,2024-10-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,16,16,0,0,0.16
1175827267009398992,https://www.airbnb.com/rooms/1175827267009398992,20250914152907,2025-09-15,city scrape,Estudio Reformado Centro Madrid,Enjoy the tranquility of this home in the middle of Madrid.,,https://a0.muscache.com/pictures/miso/Hosting-1175827267009398992/original/4a918079-181a-4bfe-9f03-f7ca29cfb082.jpeg,316795838,https://www.airbnb.com/users/show/316795838,Renthas Hospitality,2019-12-12,,"RENTHAS Domotic Services & Renting es la primera gestora integral que digitaliza al 100% todos los procesos para ofrecer seguridad, transparencia y comodidad a los propietarios a la vez que ofrece un servicio excelente y personalizado al huésped de la nueva economía digital. Nacimos en 2019 con la motivación de una gestión más eficiente adaptada a los nuevos tiempos, nos respalda un equipo especialista en el sector que busca la excelencia. Nuestros inmuebles cumplen ampliamente con los estándares de calidad y ubicación por todo el territorio Español. Actualmente gestionamos propiedades de alquiler vacacional tanto de particulares como de grandes cuentas y seguimos en expansión.",within a few hours,82%,98%,f,https://a0.muscache.com/im/pictures/user/0b2f2882-add8-42c0-9582-ba399b262691.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0b2f2882-add8-42c0-9582-ba399b262691.jpg?aki_policy=profile_x_medium,Urbanización Cortijo de Nagüeles,142.0,177.0,"['email', 'phone']",t,t,,Sol,Centro,40.4150974,-3.7024616,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Air conditioning"", ""TV"", ""Kitchen"", ""Washer""]",$165.00,1,365,1.0,3.0,2.0,365.0,2.6,362.0,,t,5,27,54,253,2025-09-15,1,0,0,72,1,0,0.0,2024-07-18,2024-07-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,16,16,0,0,0.07
1176028069550319787,https://www.airbnb.com/rooms/1176028069550319787,20250914152907,2025-09-15,city scrape,habitación confort,"The room has all the amenities for a good night's sleep!!<br />very close to the Latin Quarter 8 minutes away, Plaza Mayor 10 minutes away, Sol 15 minutes away. It has cafes, ice cream parlors, bars and restaurants!<br />Renfe Piramides and metro 4 minutes away, Puerta de Toledo metro (line 5) 6 minutes away, and a supermarket and gym 1 minute away. A very good area to enjoy your vacation to the fullest!!<br />Don't hesitate any longer... Reserve your room!!",,https://a0.muscache.com/pictures/hosting/Hosting-1176028069550319787/original/a41cea87-e8f9-4b2f-8e6b-99fb25e2b275.jpeg,485286908,https://www.airbnb.com/users/show/485286908,William,2022-10-27,,,a few days or more,0%,97%,f,https://a0.muscache.com/im/pictures/user/User-485286908/original/35ef3f97-509a-4912-8a3f-667930e8e17c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-485286908/original/35ef3f97-509a-4912-8a3f-667930e8e17c.jpeg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,,Acacias,Arganzuela,40.40219103827484,-3.708350770175457,Private room in rental unit,Private room,2,1.0,1 shared bath,0.0,1.0,"[""Cleaning products"", ""First aid kit"", ""Shampoo"", ""Wifi"", ""Dishes and silverware"", ""Microwave"", ""Hot water"", ""Hangers"", ""Extra pillows and blankets"", ""Air conditioning"", ""Kitchen"", ""Drying rack for clothing"", ""Shower gel"", ""Exterior security cameras on property"", ""Movie theater"", ""TV"", ""Conditioner"", ""Refrigerator"", ""Heating"", ""Body soap"", ""Elevator"", ""Washer""]",$90.00,2,365,2.0,2.0,365.0,365.0,2.0,365.0,,t,24,54,84,359,2025-09-15,11,5,0,102,11,30,2700.0,2024-06-23,2024-11-17,4.82,5.0,4.73,4.36,4.91,4.82,5.0,,f,1,0,1,0,0.73
